Time,X,Y,Z
46575.383571074002248,169.42174732319227815,148.78165971195986117,-0.042266845710003053682
46576.383468296997307,172.55684037470174985,154.36689679152209465,-0.0028991699199991671776
46577.383380247003515,174.99149134461305266,158.99368703175125006,-0.065910339360002012654
46578.383201447002648,175.91449755045448455,163.22327116740351016,-0.095642089850002776075
46579.383125170003041,174.80379311092318062,166.83279256403770319,-0.13904571532999909778
46580.383000882997294,171.60724021371737535,169.79242249983232682,-0.29611968993999937538
46581.38288393199764,166.61963223021794533,172.54698214196463368,-0.39171600342000090222
46582.382938276001369,160.0126628804713107,175.76038254059619703,-0.52891540528000291488
46583.382690958998865,152.61794168458345666,179.61861287468784099,-0.56092834473000152684
46584.38252138900134,145.16818788023095976,183.56055562701376971,-0.73552703858000256787
46585.382391867002298,137.96684507816738119,187.42683669351899312,-0.71932983399000249847
46586.382363227996393,131.04307782478892364,191.00520148643437324,-0.65345764159999930598
46587.392206058000738,124.48381454010724667,194.05611957595871786,-0.57786560059000180445
46588.392072656002711,119.20523366234911578,196.6100075672716514,-0.53408050536999951419
46589.39193417000206,115.38574813677392683,198.65670196237397249,-0.49569702149000249847
46590.391838361996633,113.22905373990322175,199.97658632839556958,-0.4696426391599999306
46591.391755468001065,112.78194917266212371,200.27688808661812914,-0.43870544434000180445
46592.391626611002721,112.78481198567963872,200.32050828612688065,-0.44582366944000284548
46593.39149979299691,112.27225840897641262,200.6580241684481507,-0.45053100586000027761
46594.391358497996407,110.51776423412610484,201.94106329680616341,-0.43156433106000235966
46595.391286099002173,108.55674994279240764,204.5162677243847611,-0.39684295655000312308
46596.391181933999178,108.15694512074392719,208.74705585507760475,-0.43470764159999930598
46597.391013319000194,110.32531032590698317,214.15645847681005876,-0.43667602538999972239
46598.39090753000346,113.81297691218625801,220.57592620505567993,-0.49922943114999895897
46599.390832659999433,117.91713447310795004,228.12732368784369896,-0.60204315186000201265
46600.390707849001046,122.49812431996805628,236.60317542263345558,-0.63485717774000249847
46601.390665286002331,127.30311262873742351,245.56027345646413096,-0.63121795655000312308
46602.390501394002058,131.97680652277048807,254.45763671366580638,-0.6324081420900000694
46603.390336069998739,136.51592593820402044,263.23049200342410359,-0.6903457641599999306
46604.390244237998559,141.20623289629779151,272.07819587405816719,-0.70854949950999923658
46605.390124555997318,146.00769259915091425,281.2688759280995896,-0.67394256592000090222
46606.389995204997831,150.72419648271784354,290.38426329442756924,-0.66429901122999979179
46607.389873098996759,155.12729534148553512,298.91974502977524253,-0.65572357178000117983
46608.389817142997344,158.96125719428519574,306.47074573635416073,-0.65529632569000284548
46609.389647119001893,162.03721484163040145,312.25670202212234017,-0.60472106934000180445
46610.389549234001606,164.08806947014008415,316.38075019495005336,-0.53540802002000020821
46611.389440245002334,164.91752508811026701,320.22074607606907648,-0.44028472901000270667
46612.389315977001388,163.65707049203936663,324.34102804873282366,-0.48428344727000194325
46613.389251604996389,159.50756897063365614,327.46396784457783724,-0.44213104247999979179
46614.389109629999439,153.68814071233728669,330.13591161862160561,-0.40885162354000215146
46615.388981775002321,146.74849557887091578,333.48760890664567569,-0.36201477051000097163
46616.391121612999996,139.01070693993997907,337.55999548207324779,-0.38407897948999902837
46617.388765745003184,131.22330276285958917,341.63875079976963889,-0.39792633057000159624
46618.38871503900009,123.48330152790919101,345.47342282059150875,-0.40139770508000083282
46619.388573363998148,115.94400815420824813,349.37206614892346579,-0.39147949219000111043
46620.388468413002556,108.89855484867121049,353.43403156116903574,-0.36340332030999888957
46621.388309741996636,103.32154761547194255,356.70935672332882405,-0.30493164063000222086
46622.388176729000406,98.318086829041803298,359.27294743837671831,-0.25939178467000090222
46623.388118440998369,92.828481312783637236,361.74840631354697962,-0.18894195557000159624
46624.387944474001415,86.293401816915149993,364.67952674280780911,-0.23191833495999958359
46625.387870118000137,78.661018384317571872,368.47342354935943831,-0.34990692139000145744
46626.387736928998493,70.409579270056056544,373.11252560874788742,-0.27500915528000291488
46627.387648388998059,62.121765351994490345,377.78236782791316273,-0.26476287842000090222
46628.387498684998718,53.929261300517595146,382.13748415009285964,-0.25338745116999916718
46629.387400979001541,45.825854913190028128,386.21325659426423726,-0.25087738036999951419
46630.387378801999148,38.157108329524028534,390.12485262840630185,-0.27215576172000055521
46631.387263873999473,31.801878676016574587,393.40614297925526444,-0.27949523926000097163
46632.387065533002897,26.815754776885039945,395.79352635033649221,-0.25854492188000222086
46633.386974038003245,22.099989023349582595,396.70896209900809026,-0.27951812743999937538
46634.386836238001706,17.620419907702665085,394.81001109510731339,-0.30718231200999923658
46635.38671906899981,14.119703974314024464,390.04137976396464182,-0.40066528321000305368
46636.386608394997893,10.919694728077777413,383.73064898126841626,-0.39682769776000270667
46637.386494496997329,7.5259898990294100685,376.18868044443297549,-0.42288208008000083282
46638.386380461000954,3.7193567842270041091,368.08927915112337814,-0.44432830811000201265
46639.386252768999839,-0.29442157924608097774,359.95266250956183285,-0.49443054198999902837
46640.386151796003105,-4.5276614403660433439,351.77015512707600919,-0.57747650147000229026
46641.386040725999919,-8.7295581834093063378,343.74509041535873166,-0.59718322754000041641
46642.385896043000685,-12.984917069048956151,335.93560360323579062,-0.61077117920000034701
46643.385828994003532,-17.137991721457780159,327.85759252263079588,-0.60491943360000277607
46644.385723492996476,-21.459744140581733518,319.5381705756654469,-0.67144012450999923658
46645.385565340002358,-25.752114884903914316,311.09474632491082957,-0.73466491698999902837
46646.385459880999406,-30.011862035323396469,302.48297979699930238,-0.73777008057000159624
46647.385360157000832,-34.258302013915624684,294.03484846130203323,-0.71182250977000194325
46648.385250879000523,-38.276773799919126873,286.27631647475482168,-0.71327209473000152684
46649.385125656001037,-41.824327622204940269,279.69541143175263187,-0.68527221680000138804
46650.385016628999438,-44.574924303441314066,274.84890164776993515,-0.68207550049000076342
46651.384906090999721,-46.027860991672888247,271.02106058815161305,-0.69618988036999951419
46652.384799503997783,-45.626565916449820293,266.84060773071792028,-0.77735900879000041641
46653.384713229002955,-42.187074047469572236,262.44038444023476586,-0.89927673340000069402
46654.384545877001074,-36.447757795347300203,258.61822112652356509,-0.99468994141000166564
46655.384455498999159,-29.759499765984568143,254.61191751453773691,-1.0201721191399997224
46656.384323801001301,-22.301362735711560248,250.46699179054735396,-1.076316833500001735
46657.384202328001265,-14.589888081263802988,246.50251427612303701,-1.110771179200000347
46658.384085915997275,-7.0018258632997367741,242.90346404212320408,-1.2231063842800011798
46659.384006893000333,-0.61090751457728265095,239.70130546928089643,-1.1332397461000027761
46660.383851507001964,4.4973851045555353068,236.84529295197316401,-1.0428543090799990978
46661.383800274998066,9.3525318514596058606,234.17805893028227615,-1.1299209594699988202
46662.383611728997494,14.370600812399258572,232.84995427742921947,-1.2739868164100016656
46663.383546857003239,19.232909652214509322,233.79728118045261454,-1.2560272216800001388
46664.383468207000988,23.083285029700384428,236.90453773085886269,-1.2115173339900024985
46665.383362556996872,26.354623940216875155,240.53133047433638581,-1.2502441406300022209
46666.383178739000869,29.728658165539332714,242.75986207173647813,-1.3046493530300011798
46667.383061467000516,33.295436814438872375,242.86628314120534355,-1.393905639650000694
46668.382949733997521,37.541149746813204047,241.37700894864494217,-1.4978561401400014574
46669.382829889997083,43.039243837404413284,238.67009314943734921,-1.5895080566399997224
46670.382771422999213,49.716948754153925449,235.2328327842192266,-1.7854461669899990284
46671.382675168999413,57.011663467285501383,231.46501705528382331,-1.8968658447300015268
46672.382525982000516,64.626887902225902849,227.45573212540887198,-1.7024612426800018739
46673.382393858002615,71.98190673750379176,223.73090770914345171,-1.6348419189500020821
46674.382286895001016,79.03277101714257924,220.17236824898080272,-1.5487518310600023597
46675.382200086998637,85.419988558328455497,217.20807767397613475,-1.6841964721700009022
46676.382099927002855,91.110900131387737133,214.58003898719201175,-1.834335327150000694
46677.381928543996764,95.301100529649133364,212.45868367843561941,-1.8628082275400004164
46678.381867746000353,97.944370463237973468,210.69999833176856896,-1.7905044555700015962
46679.381711743000778,99.291199750294097726,209.57285332875761696,-1.766258239750001735
46680.381599439002457,100.65483647831199221,208.00175415028942894,-1.7536544799799997918
46681.381476640999608,101.95134660347143551,204.5244275675877077,-1.6292037963900014574
46682.381386248001945,101.05340827387878733,199.33674970004088323,-1.53271484375
46683.381255170002987,97.809040383047161527,192.90961634726141938,-1.5141143798799987508
46684.381137573996966,93.381476021871563375,185.1330375742564911,-1.5566024780300011798
46685.381006823998177,88.532520162688967957,176.05604188125752785,-1.5110092163100006246
46686.380904739999096,83.557265537024036917,166.23005694999739035,-1.4157562255900018044
46687.380782940002973,78.370663089705900006,156.00944256740231708,-1.3418731689500020821
46688.380685352996807,72.769505873556738607,145.38012247970644353,-1.3188629150400004164
46689.380571795001742,66.923296276293257279,134.3744120633830903,-1.2583999633800004858
46690.380439884000225,61.036863972684798796,123.1440253511706544,-1.1332473754900007634
46691.380389202000515,55.322542187593889196,111.92800667093128197,-1.1693267822300015268
46692.380276921998302,49.840475588280007457,101.25858647536500712,-0.95292663573999902837
46693.380105276002723,45.028202658159948157,91.945975771501011309,-0.74723052979000215146
46694.379986138999811,41.103359761986901333,84.513433066113890391,-0.60195922852000194325
46695.379893985998933,38.608117290578547909,78.800616146388350103,-0.51971435547000055521
46696.379810029997316,38.481907282969082473,73.749459179797355546,-0.43867492676000097163
46697.379658935002226,40.922927686134123348,69.513433300781571234,-0.51313781737999875077
46698.379565315000946,45.076262985354233592,66.30736452720380214,-0.52706909180000138804
46699.379475153000385,50.315981596892733307,62.858759893225808923,-0.54139709473000152684
46700.379319040002883,56.909005888585653565,58.952626939959031915,-0.60702514649000249847
46701.379238750996592,64.380163455242524151,55.282412328887815534,-0.57936859131000062462
46702.379127204003453,71.360293691989781451,51.070129316971367928,-0.57651519776000270667
46703.37897943900316,78.25015689755669257,46.236274462099103744,-0.5377655029300001388
46704.378854438000417,85.290025495954623125,41.166969929853955534,-0.48931884766000166564
46705.378731552998943,91.250885000675481251,35.129746611465307637,-0.45558929444000284548
46706.378635296998254,96.759730911794449071,28.37778386134773001,-0.52955627442000263727
46707.378517413002555,102.11751532355337702,20.855662658098406581,-0.54656982422000055521
46708.378433748999669,107.1936452497697303,12.753863155918567784,-0.49394989014000145744
46709.378346441997564,111.45297624334534703,4.5192989533390912626,-0.45075225829999965299
46710.378196418998414,114.47146771557453349,-3.6926721525627632658,-0.38621520995999958359
46711.378052781001315,117.00174415896513835,-10.374959960400241599,-0.35910034180000138804
46712.378001937999215,119.30444520293380606,-16.483883654767790716,-0.38472747803000117983
46713.377861681998183,121.68661591871325811,-23.101934045233679882,-0.43145751952999944479
46714.377710139997362,124.81001112347861692,-30.377014190895355483,-0.51030731200999923658
46715.377868048002711,128.30093262317487302,-38.627634413378267197,-0.53314208985000277607
46716.37750313700235,131.8895713559572016,-47.248145670371549443,-0.62384033202999944479
46717.377373827999691,135.57223639486292655,-55.659156103504315638,-0.70454406737999875077
46718.377286561000801,139.01739176857051916,-63.878303058127542613,-0.72082519530999888957
46719.377153298002668,141.8613526238906104,-70.989869455779313512,-0.67457580567000263727
46720.377008782998018,144.02302146411909689,-76.433629217973503955,-0.58467102051000097163
46721.376917242996569,147.63647651940311789,-80.423318146642984061,-0.53578948975000173505
46722.376861065997218,152.8656920419516041,-83.595575332292369808,-0.59881591797000055521
46723.37668235500314,158.58734502255921939,-87.282961180336712914,-0.60662078858000256787
46724.3765863860026,164.56599373250924145,-91.454035646097196377,-0.60910034180000138804
46725.376474623000831,170.71023116772931871,-95.771372512946598476,-0.70059204102000194325
46726.376477065998188,177.15525188600258844,-100.43685997926354503,-0.69081115723000152684
46727.376245712002856,183.79370647572963549,-105.15360282552467197,-0.66388702393000187385
46728.376138234001701,190.55682904637558295,-109.89770973908221663,-0.70581054688000222086
46729.376071245002095,197.59045986201437017,-114.81346813417420094,-0.69094848633000083282
46730.375900582999748,204.62448323042713128,-119.88112089773551361,-0.71356964112000298428
46731.375794197003415,211.50798162586642093,-124.79290620369087605,-0.62194824219000111043
46732.375707116996637,218.06803296180680718,-129.31662424436350989,-0.53325653075999923658
46733.375577255399548,223.4896647121308888,-133.17520078130166894,-0.50017777277251695978
46734.375451670697657,227.74009071140793026,-136.69349065896511775,-0.4655248736199268933
46735.375321828003507,230.95601166110586178,-139.58356481093821344,-0.43994140625
46736.375224240000534,232.85300721901379006,-141.08797080746344932,-0.39467620850000173505
46737.375134487003379,235.21099187819328336,-141.84874320100109912,-0.38050079346000131864
46738.375073438000982,238.74780083835511846,-139.99400181510623042,-0.42694851335927808123
46739.374869409002713,242.46576635686142254,-137.38638481596942142,-0.46774291991999916718
46740.374802639002155,246.67968318945207784,-131.64308884581788561,-0.48403167725000173505
46741.374634036998032,251.51910041991985167,-124.40682526069228686,-0.50951385497999979179
46742.374529173001065,256.90561181200683905,-116.61192114557422883,-0.49256896973000152684
46743.374468661997525,262.4609593395794036,-108.53321684576559392,-0.51385498047000055521
46744.374294054003258,268.06882512723757372,-100.38622970768035714,-0.50495910645000208206
46745.374195787997451,273.77240112933651517,-92.295295587899175871,-0.55738067627000020821
46746.374110673998075,279.27025817741827041,-84.183333030874976544,-0.53682708739999895897
46747.37395392399776,284.85301368564512359,-76.250342136160710993,-0.50846099854000215146
46748.37385520600219,290.62138275612232974,-68.500682990011554807,-0.51789093018000187385
46749.374031767998531,296.61990837635232765,-61.21267536019681188,-0.51264953612999875077
46750.373660206001659,302.3451529878892643,-54.193209223944762698,-0.4331893920900000694
46751.373530669996399,307.50323678859547272,-47.926401416554071488,-0.41871643067000263727
46752.373455079999985,311.99720320763339032,-43.111459122774206776,-0.41397094727000194325
46753.373320519000117,315.74101519796442972,-39.40724325705540565,-0.42781066895000208206
46754.373193478400935,317.80015857036363514,-34.97553751756296947,-0.42488189997135350495
46755.373068220796995,317.64726393452502862,-29.61778976674864694,-0.34098553675681841924
46756.372924189003243,315.39017435501909858,-24.041828767351173468,-0.17964935303000117983
46757.372856777998095,311.16148896648184063,-17.620643937247940869,0.015640258790000416411
46758.372718521000934,306.52004171151128276,-9.9900413438759514406,0.19281005858999833436
46759.372597200002929,301.92928100615370113,-1.820626442605251194,0.33273315428999694632
46760.372550995001802,298.04508770735236567,6.6834758012439205999,0.22382354735999854256
46761.372372076999454,293.75866439104117944,15.210931913456052555,0.045623779289996946318
46762.372286140001961,288.88451426975268532,23.405891670797888793,-0.024650573729999791794
46763.372160266000719,284.00666073058397387,31.343207986036329515,-0.0087127685600023596635
46764.372054765997746,279.4783630665634746,38.871889708029783606,0.0097732543899979873459
46765.371927991996927,275.42938344437868636,45.352462314660940024,0.058761596680000138804
46766.371860152001318,272.27391058649686784,50.301373411312482631,0.088859558099997570935
46767.371748074001516,270.43653945204556521,53.416518141136094755,0.11130523680999715452
46768.371582927997224,269.59730849833414368,55.618736107135497093,0.088325500490000763421
46769.371493061997171,268.58846153969949455,58.580694473649650433,0.074081420900000694019
46770.371358365999185,266.69667242880274216,63.504946265442733022,0.12928009032999909778
46771.371264106099261,263.36246872222108095,69.735717785626917475,0.10528280386613175779
46772.371120791001886,259.71729996680710428,76.19747932068204932,0.10183715819999861196
46773.370998942998995,255.4468864509259447,83.433170354757407949,0.099502563469997085122
46774.370915387997229,251.23129373876693649,90.623099089293930319,0.094795227049999652991
46775.370818609997514,247.51349116623563873,96.845131480968333904,0.1502227783199998612
46776.370669272000669,244.23513318157515073,101.43118572789374809,0.19081115721999708512
46777.370581019000383,239.97045440671038818,104.69077231175552356,0.23493957518999764034
46778.370465528998466,234.16706912780745142,107.51609600173713943,0.15103149413999972239
46779.370372764999047,227.00109551269636654,110.99558090662033294,0.12288665770999784854
46780.370214907001355,218.78383651577027535,115.32530614815027548,0.1277618408199998612
46781.370108604001871,210.07075825103862599,119.83989568415304916,0.18092346190999819555
46782.369983709002554,201.50213461632284861,124.13272346501837262,0.19908905028999868136
46783.369858876001672,193.25209031719995778,128.37343487341860282,0.2930526733400000694
46784.369764884002507,185.45309189862112476,132.29617095546481664,0.36402130127000020821
46785.369641814002534,179.00982550787375658,135.51231767272162188,0.42768096924000076342
46786.369525210997381,174.17272022732473147,138.64962016571931258,0.40676879883000083282
46787.369421071998659,170.96575819911976168,143.14147327309245838,0.38048553467000090222
46788.369338818003598,170.61186935441028822,149.11935581551273344,0.31606292723999729333
46789.369208996999077,173.04283902316043964,155.49819743870853017,0.30168151854999791794
46790.369074636000732,176.66469654819849211,162.07370784528106356,0.33726501465000069402
46791.368984802997147,180.63840891140912959,169.43694027389742018,0.43976593016999743213
46792.368831091996981,184.95292611297946905,177.68475495686624299,0.45396423340000069402
46793.368741789003252,189.62354667992880763,186.74255020212910949,0.51843261719000111043
46794.368684649998613,194.29934131704709444,195.88765262354695551,0.52667999266999743213
46795.368513959998381,198.85938716510079871,204.94797341011829417,0.49296569823999902837
46796.368376393002109,203.35151229912057147,213.87548838749819424,0.33587646483999833436
46797.368311716003518,207.59711447291039121,222.67368842455266531,0.21432495116999916718
46798.368157119999523,211.40503587300042909,231.49127768480536815,0.17636108397999805675
46799.368057649000548,215.23161857777239447,240.36924116296052034,0.10091400145999784854
46800.36793013800343,219.65176081174595879,249.06119157420292254,0.024833679200000347009
46801.367826460002107,224.16615847507313219,257.59393454505368481,-0.018447875980001526841
46802.367715277003299,228.39660770723617134,265.45037009377921322,-0.12509918213000048581
46803.367604692997702,232.17606703234559973,271.93692044444537714,-0.15973663329999965299
46804.367492684003082,235.47157853827599183,277.48968115088081277,-0.16333770752000020821
46805.367378137998458,238.29683723894984837,283.6270847961135928,-0.21283721924000076342
46806.367255292003392,241.5639908003450671,291.02158571620020666,-0.23619842528999868136
46807.367125563003356,246.0944431249042168,299.15366304896355132,-0.12400817870999958359
46808.367045806997339,251.12385978346037518,308.08567877855398365,-0.065086364750001735047
46809.366925337002613,255.86006258573374339,317.14194258826984196,-0.038146972660001665645
46810.366780263000692,260.4409526700383708,325.97647975314765745,-0.032440185550001388037
46811.36669409499882,264.55377905015791384,333.93542283669722792,0.022506713870001249234
46812.366589272998681,267.60900421886424283,340.80926068043379473,0.038841247560000624617
46813.366451326997776,269.66307625069811138,346.1568860936361034,0.054855346680000138804
46814.366393305099336,272.98891188689140108,348.67826811586695612,0.087325418574053514931
46815.366237192996778,276.56467763531128412,350.33936560609475919,0.083557128899997223925
46816.366107952002494,281.10333454551630439,348.62665600196544347,0.0077285766599999305981
46817.366015059000347,286.65572045282516456,345.68515207626677466,-0.045700073239999028374
46818.365885678002087,293.50119007751891331,342.18518217550428062,-0.040336608890001457439
46819.36576810599945,301.32636334103256104,338.22074954976301342,-0.052940368649998958972
46820.36567059999652,309.60139345919139942,333.92459478531941386,-0.070404052740002498467
46821.365548052999657,317.93857780054162276,329.63201300413464878,-0.088287353520001943252
46822.365447616000893,326.10673262876457557,325.37084648841977241,-0.051239013669999167178
46823.365318967997155,333.97425840801793129,321.35588625670357033,0.022499084469998820168
46824.365214407000167,341.7982979772639851,317.92291086971698633,0.050491333010000971626
46825.365118483001424,349.69671659113123496,315.28051670701239573,-0.0029678344699988201683
46826.364973928000836,357.60004568206556996,313.43677161653204166,-0.01447296143000187385
46827.364906130998861,365.47129112606597801,312.26172899344305733,-0.029075622560000624617
46828.364823477997561,373.17270584356492691,311.72385190331323201,0.088523864739997293327
46829.364645082998322,380.34002158847584951,311.82919120082402742,0.21408081053999694632
46830.364548308003577,385.90704082085642312,312.27119582877742232,0.29315948485999854256
46831.364393736002967,389.7453311001062275,312.23597969387867579,0.25830841063999798735
46832.364322932000505,393.12974339994866568,311.02775470047589579,0.23587036133000083282
46833.364188758001546,396.12891406041126174,307.81187953745279628,0.24551391600999750153
46834.364076480000222,397.91209997316758518,301.53287735399186431,0.24553680420000034701
46835.363948086000164,399.16249557298749551,292.92687368244594381,0.16762542723999729333
46836.363866838997637,400.42457083342321766,283.2433142848233274,0.11846923827999944479
46837.363706165000622,401.82504813716798253,273.6031010877030667,0.10789489745999958359
46838.363621272997989,403.24391427117853937,264.1239984306253632,0.12317657471000131864
46839.363508440997975,404.6798019841996279,254.72624476102166113,0.076217651370001249234
46840.363459416599653,406.29952233856215571,244.81473301068720616,0.053954871538579141088
46841.363294975897588,407.95511253021584253,234.85636628668240178,0.042121165407593252894
46842.363155390899919,409.49800899293364864,225.57867414033111686,0.048201939250006375914
46843.363033512301627,410.03207241336053812,218.62135830724790253,0.062860934428911718896
46844.362909574003424,409.38991137892486449,212.50420386632347913,0.096946716310000624617
46845.364063439003075,405.28254704646593609,208.98244030953532047,0.12371826172000055521
46846.362691975999041,399.28017562391016781,207.81908339855604595,0.013999938959997848542
46847.362597225001082,391.95268351301768917,208.81017038887219428,-0.10431671143000187385
46848.362478713999735,383.49063884158937299,211.74937277140278979,-0.24844360352000194325
46849.362353213997267,374.08741311184081724,215.83608993328326164,-0.19428253174000076342
46850.362240854999982,364.33758571132710813,220.38912592135409341,-0.064109802250001735047
46851.362129683999228,354.651707346557032,225.16290122445852262,0.036972045900000694019
46852.362069805996725,345.32944364189700082,230.01093222103602898,0.05603027344000111043
46853.361903782002628,336.35367209637564656,234.77037427027732974,0.082809448239999028374
46854.361798354002531,328.07831700098870442,239.30903667245101474,0.089393615719998820168
46855.361720141998376,321.35069194299364881,243.16003637908224277,0.12006378174000076342
46856.361577326999395,316.12093837702104793,245.32233723681846982,0.070236206049997917944
46857.361469408999255,311.7934157922796885,244.65677075187437595,0.038093566889997987346
46858.361370109996642,308.29995862253269934,241.0909153325687555,0.00086212157999909777573
46859.361245767002401,304.94698027063611789,235.70604390508520964,-0.054092407230001526841
46860.361110523997922,301.08720012450294234,228.76746131513522187,-0.03747558594000111043
46861.360975126997801,296.67014198809266645,220.34024374984716133,-0.048301696780001179832
46862.360948178997205,291.97832331622799984,211.27264200417363327,0.036567687990000763421
46863.360812231003365,287.33746298316293633,202.14043739956815671,0.083709716789996946318
46864.360655470001802,282.56910511560352006,192.81218167183652668,0.053428649899998958972
46865.360558970998682,277.52861313933664178,182.99932600010572514,0.050498962399998958972
46866.360437171999365,272.33124535904875074,172.85822017180410626,0.0011749267600009716261
46867.360317922997638,267.25712818275326299,162.81093548311721975,0.066879272459999583589
46868.360275277002074,262.20929121441650977,152.92102624419973722,0.10685729979999791794
46869.360093098999641,257.23260636385532507,143.35681195320393044,0.082946777339998334355
46870.35994521399698,252.49299917566813178,134.18334102481063042,0.074089050289998681365
46871.359857470997667,248.28011428404019512,126.0288875956222796,0.090568542479999791794
46872.359749135997845,244.95244456255304044,119.36527190453428204,0.22828674315999819555
46873.359657203996903,242.56447492133878541,114.46846384753747827,0.27312469481999812615
46874.35960214700026,240.016089611384416,111.11176892051685172,0.28939056395999784854
46875.359410573000787,236.19090803644016319,109.1637729708889708,0.25661468506000062462
46876.35933736700099,230.92832693265586386,109.48902958924138318,0.17926788329999965299
46877.359176151003339,224.84240179752006838,112.12886120897894671,0.14610290526999847316
46878.359059832000639,217.50939076861311605,116.18838218996603473,0.17050170897999805675
46879.359022099000867,209.21206136669022158,120.89812362934860346,0.17874908446999882017
46880.358822025998961,200.72120796351742911,125.30876708291161492,0.18453979491999916718
46881.358720411997638,192.42876964940958828,129.52733394856915083,0.30267333983999833436
46882.35940105500049,184.66862336854603655,133.56023307940014888,0.29008483887000124923
46883.358555694001552,178.69881301039291088,136.53856579797346171,0.29236602782999909778
46884.358389966997493,174.6905115556806436,138.85081770275269264,0.30051422118999937538
46885.358259448999888,171.68821355593851763,142.11830646392778021,0.16600799559999757093
46886.358206017997873,170.41088737089998517,146.92671812894175787,0.14502716063999798735
46887.358035814002506,171.22415174021961093,151.96346884340209726,0.21279907225999750153
46888.357906306999212,173.42531593466284789,156.68633376575235161,0.25096893309999757093
46889.357821767000132,175.50138158957543055,161.36515504747083583,0.20795440674000076342
46890.357699485997728,175.58678484889375682,165.70543500716459562,-0.19842529297000055521
46891.357607940997696,173.11143356556803496,169.37358818510091396,-0.44650268555000138804
46892.357457450998481,168.4718734259902817,172.17067181019928057,-0.58889007569000284548
46893.357385513998452,162.11191765270240239,175.53613635647599267,-0.70095825196000305368
46894.357232620001014,154.31535334058608555,179.73869320056718379,-0.76840972901000270667
46895.357127878000028,145.2151971614375725,184.40532221526476064,-0.87995910645000208206
46896.357039727998199,136.0003246879140022,189.12404216166683568,-0.97804260254000041641
46897.356947166001191,127.14328715613876852,193.4178382711028803,-0.91994476319000284548
46898.356776761000219,119.72952562242672059,196.96246603282048682,-0.82273864745999958359
46899.356690068998432,114.65026698600762245,199.47207138453600805,-0.80391693114999895897
46900.356556796003133,112.08782477979265479,200.96761176330889498,-0.77664947510000104103
46901.356445111996436,110.29238930404822838,202.34998233394043154,-0.79994201659999930598
46902.356383516002097,108.44346178109601908,205.19520235615163983,-0.77319335938000222086
46903.356208657001844,108.26258286312014434,210.06447401164493272,-0.84014892577999944479
46904.356102799996734,111.11975542300865527,216.3062448487536642,-0.88471221924000076342
