%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
117770250000,11062,117770250000,RH_EXTIMU,2.29324288354e-06,1.53194222205e-05,-0.703286678688,0.710906356238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.93401640611e-08,-7.94435817158e-08,-7.21937101628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000246818966152,-0.000181203011244,9.80999464601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117772750000,11063,117772750000,RH_EXTIMU,2.29334011956e-06,1.53193373544e-05,-0.703286742841,0.710906292773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03951387808e-07,7.10245973005e-09,-7.21930125849e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244546602605,-0.000181295434791,9.81000279832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117775250000,11064,117775250000,RH_EXTIMU,2.29339758781e-06,1.53193252454e-05,-0.703286806993,0.710906229308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.03991495598e-08,2.61067521579e-08,-7.21921821507e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024530078765,-0.000179816386255,9.81001520402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117777750000,11065,117777750000,RH_EXTIMU,2.29321328605e-06,1.53194107569e-05,-0.703286871145,0.710906165844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.52025648402e-07,-5.44010003828e-08,-7.21914868296e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000246114543589,-0.000176779202578,9.80998767173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117780250000,11066,117780250000,RH_EXTIMU,2.29346682906e-06,1.53193439089e-05,-0.703286935296,0.71090610238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82709551224e-07,1.05292710498e-07,-7.21908096192e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000243455110003,-0.000182903971445,9.81001128283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117782750000,11067,117782750000,RH_EXTIMU,2.29346689621e-06,1.53194037111e-05,-0.703286999447,0.710906038917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2705656399e-08,3.47088488136e-08,-7.21901204274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244904453409,-0.000178694839104,9.80999319876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117785250000,11068,117785250000,RH_EXTIMU,2.29354782256e-06,1.53193775937e-05,-0.703287063597,0.710905975455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.16218465478e-08,3.1338040657e-08,-7.21894458253e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244950317669,-0.000180523918674,9.80999732479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117787750000,11069,117787750000,RH_EXTIMU,2.29347003814e-06,1.53193682817e-05,-0.703287127746,0.710905911993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.80961105574e-08,-4.83997246667e-08,-7.21887250549e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000246498335555,-0.000178285597786,9.80999058003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117790250000,11070,117790250000,RH_EXTIMU,2.29348046574e-06,1.53192806352e-05,-0.703287191895,0.710905848532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6145567215e-08,-4.3319799211e-08,-7.21880606691e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245644492047,-0.000180658336284,9.80999408856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117792750000,11071,117792750000,RH_EXTIMU,2.29357044321e-06,1.53191846988e-05,-0.703287256043,0.710905785072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06051697715e-07,-3.27738287266e-09,-7.21873195951e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245212177494,-0.000181344617064,9.81000696248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117795250000,11072,117795250000,RH_EXTIMU,2.29356910901e-06,1.53191888447e-05,-0.70328732019,0.710905721612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.18879634395e-09,2.2672175202e-09,-7.21864858755e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245192142085,-0.000179227576991,9.8100126012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117797750000,11073,117797750000,RH_EXTIMU,2.293528312e-06,1.53192850058e-05,-0.703287384336,0.710905658153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.64028065804e-08,3.2395600678e-08,-7.21857442193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244845794011,-0.00017800513415,9.81000374321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117800250000,11074,117800250000,RH_EXTIMU,2.2934606798e-06,1.531933274e-05,-0.703287448482,0.710905594694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.44181789099e-08,-1.02443096786e-08,-7.21850481782e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245794011011,-0.000178191663677,9.80999156635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117802750000,11075,117802750000,RH_EXTIMU,2.29352055818e-06,1.531923889e-05,-0.703287512628,0.710905531236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77596523245e-08,-1.90253739978e-08,-7.21843798182e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245466932176,-0.000181250623895,9.8099973546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117805250000,11076,117805250000,RH_EXTIMU,2.29352719295e-06,1.53191733903e-05,-0.703287576772,0.710905467779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15280027586e-08,-3.28583567766e-08,-7.21836499285e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245872566982,-0.000179979310376,9.80999779452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117807750000,11077,117807750000,RH_EXTIMU,2.29361719919e-06,1.53191164788e-05,-0.703287640916,0.710905404322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41113856269e-08,1.89332654046e-08,-7.218295102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244600681146,-0.000181032282798,9.81000410965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117810250000,11078,117810250000,RH_EXTIMU,2.29370588681e-06,1.53191312664e-05,-0.70328770506,0.710905340866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30214152016e-08,5.89683425628e-08,-7.2182156293e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244495852793,-0.000180157932095,9.81001515412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117812750000,11079,117812750000,RH_EXTIMU,2.293627173e-06,1.53192368722e-05,-0.703287769202,0.710905277411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.03280942112e-07,1.64337949599e-08,-7.21815268012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245120458682,-0.000177534796119,9.80998176238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117815250000,11080,117815250000,RH_EXTIMU,2.29371554886e-06,1.53191212973e-05,-0.703287833345,0.710905213956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16189917151e-07,-1.53473252791e-08,-7.21807632984e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245919893263,-0.000181354425988,9.81000829963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117817750000,11081,117817750000,RH_EXTIMU,2.29356483423e-06,1.53191175175e-05,-0.703287897486,0.710905150502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.26858616952e-08,-8.62863758714e-08,-7.21800781003e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024653876675,-0.000177867782103,9.80998484886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117820250000,11082,117820250000,RH_EXTIMU,2.29366496674e-06,1.53190255687e-05,-0.703287961627,0.710905087048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09583408647e-07,4.70408199622e-09,-7.21794474583e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245039319774,-0.000181355682441,9.80999444568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117822750000,11083,117822750000,RH_EXTIMU,2.29378833295e-06,1.5318962477e-05,-0.703288025767,0.710905023595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06561128218e-07,3.41877406042e-08,-7.21785992039e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024468876112,-0.000181171616384,9.81002275371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117825250000,11084,117825250000,RH_EXTIMU,2.29360382653e-06,1.53191384861e-05,-0.703288089907,0.710904960143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.03058814858e-07,-3.04841443468e-09,-7.21777533142e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245584579378,-0.000175469957056,9.8100033381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117827750000,11085,117827750000,RH_EXTIMU,2.29369030993e-06,1.53190989107e-05,-0.703288154045,0.710904896691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.23539533095e-08,2.68106682297e-08,-7.21771742482e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244759855336,-0.000181412439511,9.80999313688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117830250000,11086,117830250000,RH_EXTIMU,2.29370369771e-06,1.53189843271e-05,-0.703288218184,0.71090483324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.29846682943e-08,-5.69741562039e-08,-7.2176460484e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000246457784194,-0.000180494376204,9.80999361466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117834000000,11087,117832750000,RH_EXTIMU,2.29374880968e-06,1.53189861815e-05,-0.703288282321,0.710904769789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55153657902e-08,2.70959136944e-08,-7.21758906825e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024444089491,-0.000179724970632,9.80998414998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117835250000,11088,117835250000,RH_EXTIMU,2.29384431474e-06,1.53188992091e-05,-0.703288346459,0.710904706339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04151767937e-07,4.93070927492e-09,-7.21752027048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002456763195,-0.000181035924299,9.80999620849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117837750000,11089,117837750000,RH_EXTIMU,2.29392503979e-06,1.53188568556e-05,-0.703288410595,0.71090464289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06420829626e-08,2.19908083707e-08,-7.21743933102e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244774548526,-0.000180472599878,9.81001374013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117840250000,11090,117840250000,RH_EXTIMU,2.29383411463e-06,1.53189095618e-05,-0.703288474731,0.710904579442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0462997141e-08,-2.05221520842e-08,-7.21736130557e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245817253437,-0.000177933731246,9.81000238445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117842750000,11091,117842750000,RH_EXTIMU,2.29379940787e-06,1.53189257598e-05,-0.703288538866,0.710904515994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.79496434611e-08,-9.65502627624e-09,-7.21729035466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245269647221,-0.000179062655707,9.80999963835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117845250000,11092,117845250000,RH_EXTIMU,2.29391580474e-06,1.5318897069e-05,-0.703288603,0.710904452546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32423725969e-08,4.98312058449e-08,-7.21720619108e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244577714384,-0.000180931907794,9.81002265529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117847750000,11093,117847750000,RH_EXTIMU,2.29378125018e-06,1.53189690913e-05,-0.703288667134,0.7109043891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.16143928999e-07,-3.40839139757e-08,-7.21712456183e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245952644073,-0.000177430983727,9.8100057464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117850250000,11094,117850250000,RH_EXTIMU,2.29376947572e-06,1.53189997021e-05,-0.703288731267,0.710904325654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.30165903617e-08,1.14442430487e-08,-7.21705877692e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244928200716,-0.00017919965894,9.80999257573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117852750000,11095,117852750000,RH_EXTIMU,2.29391222813e-06,1.53189241669e-05,-0.703288795399,0.710904262209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24587473043e-07,3.80181438574e-08,-7.21700115213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244793051607,-0.000181736454851,9.80999089093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117855250000,11096,117855250000,RH_EXTIMU,2.29408158877e-06,1.53188375657e-05,-0.703288859531,0.710904198764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45946262954e-07,4.66952492771e-08,-7.21692462596e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244319275825,-0.000182160434341,9.81001263084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117857750000,11097,117857750000,RH_EXTIMU,2.29385849259e-06,1.53189249544e-05,-0.703288923662,0.71090413532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75145237034e-07,-7.51610452355e-08,-7.2168400897e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024749135331,-0.000175272691117,9.80999484185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117860250000,11098,117860250000,RH_EXTIMU,2.29387030537e-06,1.53188320026e-05,-0.703288987792,0.710904071876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99181116813e-08,-4.55577702514e-08,-7.21678356225e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245247084824,-0.000181255984365,9.80998723431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117862750000,11099,117862750000,RH_EXTIMU,2.29399719621e-06,1.53187233327e-05,-0.703289051922,0.710904008433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34209171098e-07,1.02494809842e-08,-7.21671997493e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245240994457,-0.00018153057982,9.80999387768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117865250000,11100,117865250000,RH_EXTIMU,2.29399746803e-06,1.53186713293e-05,-0.703289116052,0.710903944991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03156707213e-08,-2.87628271839e-08,-7.21663940848e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024574933073,-0.00017974890485,9.81000663858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117867750000,11101,117867750000,RH_EXTIMU,2.29396440763e-06,1.53186907067e-05,-0.70328918018,0.710903881549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.88022297627e-08,-6.92065188331e-09,-7.21656007441e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024525769481,-0.000178826343134,9.8100085921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117870250000,11102,117870250000,RH_EXTIMU,2.29394633718e-06,1.53187487937e-05,-0.703289244308,0.710903818108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.20563221765e-08,2.35281775551e-08,-7.21648537229e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024497837777,-0.000178712729759,9.81000443016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117872750000,11103,117872750000,RH_EXTIMU,2.29395143597e-06,1.53187564506e-05,-0.703289308435,0.710903754668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.05902162341e-10,7.88316821443e-09,-7.21641320151e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000245254080177,-0.000179525852995,9.81000090119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117875250000,11104,117875250000,RH_EXTIMU,2.2940317782e-06,1.53187306818e-05,-0.703289372562,0.710903691228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10931029064e-08,3.12075283234e-08,-7.21634365474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000244781079594,-0.000180580237773,9.81000131487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117875250000,11105,117877750000,RH_EXTIMU,2.29407251297e-06,1.53187061399e-05,-0.703289436688,0.710903627789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78770899998e-08,9.62091861207e-09,-7.21627167673e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00024525321109,-0.000180024442593,9.81000030626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
